participant,system,rating,region_captions
P7,system2,5.0,"['a brown-haired woman in a flower-patterned dress holding a box', 'a young brown-haired man in a bright blue polo T-shirt and brown short pants holding a tray with a bunch of water bottles with one hand, and wearing brown sandals while holding a box', 'a black-haired girl in a bright pink tank top and a white skirt wearing pink shoes holding a cute teddy bear and a yellow balloon', 'a brown picnic box', 'a street with many trees', 'a black car parked beside the street and viewed from the side', 'a lamp on the street', 'a cute teddy bear', 'a yellow balloon']"
P7,system2,5.0,"['a brown-haired woman in a flower-patterned dress holding a box', 'a young brown-haired man in a bright blue polo T-shirt and brown short pants holding a tray with a bunch of water bottles with one hand, and wearing brown sandals while holding a box', 'a black-haired girl in a bright pink tank top and a white skirt wearing pink shoes holding a cute teddy bear and a yellow balloon', 'a brown picnic box', 'a street with many trees', 'a black car parked beside the street and viewed from the side', 'a lamp on the street', 'a cute teddy bear', 'a yellow balloon']"
P8,system2,3.0,"['a woman taking a picture with her camera, wearing a sky blue sleeveless one-piece and white slippers, holding a new object', 'a man wearing sunglasses and a white shirt, beige pants, black shoes, and a wristwatch is holding a paper map, looking at the woman', 'a man wearing sunglasses, a green t-shirt, beige short pants, and black shoes has his hands in the pockets of his pants and is wearing a wristwatch, looking at the woman', 'a woman is wearing sunglasses, a pink and sky blue flower-patterned blouse, jeans, and black slippers, holding a red coffee cup and luggage, looking at the woman', 'a street of a European city with yellow buildings, a palm tree in the corner, and some parasols']"
P8,system2,1.0,"['a woman taking a picture of the sky with her camera, wearing a sky blue sleeveless one-piece dress and white slippers, holding a vacation hat, and smiling', ""a cool man with a muscular build wearing sunglasses, a white shirt, beige pants, black men's formal shoes, and a wristwatch, with one hand in his pocket, looking at the woman while holding a paper map"", ""a man wearing a green t-shirt, beige short pants, and black men's formal shoes with his hands in the pockets of his pants and wearing a wristwatch, looking at the woman"", 'a woman wearing a pink and sky blue flower-patterned short-sleeves blouse, short jeans, and black slippers, holding a red coffee cup and luggage, looking at the woman', 'a street of a European city with yellow buildings, a palm tree in the corner, and some parasols', 'a paper map']"
P8,system2,1.0,"['a woman taking a picture of the sky with her camera, wearing a sky blue sleeveless one-piece dress and white slippers, holding a vacation hat, and smiling', ""a cool man with a muscular build wearing sunglasses, a white shirt, beige pants, black men's formal shoes, and a wristwatch, with one hand in the pocket of his pants, looking at the woman while holding a paper map"", ""a man wearing a green t-shirt, beige short pants, and black men's formal shoes, with his hands in the pockets of his pants and wearing a wristwatch, looking at the woman"", 'a woman wearing a pink and sky blue flower-patterned short-sleeves blouse, short jeans, and black slippers, holding a red coffee cup and luggage, looking at the woman', 'a street of a European city with yellow buildings, a palm tree in the corner, and some parasols', 'a paper map']"
P8,system1,4.0,"['a grandfather wearing a black hat, a white shirt, a gray cardigan, black suit pants, and formal shoes. He is white-haired and is looking at his granddaughter with a smile on his face.', 'a mother wearing a short-sleeved long one-piece dress and white slippers. She has black hair and is holding a basket full of groceries.', 'a father with brown curly hair wearing a blue collar t-shirt, beige short pants, and black slippers. A package of plastic water bottles is in his hand, and with the other hand, he is holding the basket with the mother.', 'a daughter wearing a hot pink sleeveless t-shirt, a white skirt, and pink shoes. She is holding a yellow balloon with one hand and a teddy bear with the other hand.', 'green trees', 'a black SUV car']"
P9,system1,3.0,"['a grandfather with white hair, wearing a black beret hat, a grey cardigan, navy pants, and black shoes, looking to the right side', ""a mother with a smiling face, dark skin, black hair, wearing a white dress with a pink flower and green leaves pattern, holding the father's hand with her right hand"", ""a father with a smiling face, dark skin, black curly short hair, wearing a blue t-shirt, ivory short pants, and black sandals, holding the mother's hand with his left hand, also holding a big basket in his left hand, and carrying a lot of bottles of water on board"", 'a girl with dark skin, black middle-length hair, wearing pink sleeves and a white lacy skirt, pink shoes, holding a teddy bear in her left hand and a yellow balloon in her right hand']"
P9,system1,5.0,"['a grandfather with white hair, wearing a black beret hat, a grey cardigan, navy pants, and black shoes, looking to the right side', ""a mother with a smiling face, dark skin, black hair, wearing a white dress with small pink flowers and green leaves pattern, holding the father's hand with her right hand"", ""a father with a smiling face, dark skin, black curly short hair, wearing a blue t-shirt, ivory short pants, and black sandals, holding the mother's hand with his left hand, also holding a big basket in his left hand, and carrying a lot of bottles of water on board"", 'a girl with dark skin, black short hair, wearing pink sleeves and a white lacy skirt, pink shoes, holding a teddy bear in her left hand and a yellow balloon in her right hand']"
P9,system1,5.0,"['a grandfather with white hair, wearing a black beret hat, a grey cardigan, navy pants, and black shoes, looking to the right side', ""a mother with a smiling face, brown skin, black hair, wearing a white dress with small pink flowers and a green leaves pattern, holding the father's hand with her right hand, looking at the front side"", ""a father with a smiling face, dark skin, black curly short hair, wearing a blue t-shirt, ivory short pants, and black sandals, holding the mother's hand with his left hand, also holding a big basket in his left hand, and carrying a lot of bottles of water on board, looking at the front side"", 'a girl with dark skin, black short hair, wearing pink sleeves and a white lacy skirt, pink shoes, holding a teddy bear in her left hand and a yellow balloon in her right hand, looking at the front side']"
P9,system1,5.0,"['a grandfather with white hair, wearing a black beret hat, a grey cardigan, navy pants, and black shoes, looking at the right side', ""a mother with a smiling face, brown skin, black hair, wearing a white dress with small pink flowers and a green leaves pattern, holding the father's hand with her right hand, looking at the front side"", ""a father with a smiling face, brown skin, black curly short hair, wearing a blue t-shirt, ivory short pants, and black sandals, holding the mother's hand with his left hand, also holding a big basket in his left hand, and carrying a lot of bottles of water on board, looking at the front side"", 'a girl with brown skin, black short hair, wearing pink sleeves and a white lacy skirt, pink shoes, holding a teddy bear in her left hand and a yellow balloon in her right hand, looking at the front side']"
P9,system2,4.0,"['A man is wearing a white short-sleeved shirt, reddish-brown pants, and black shoes. He has a watch on his left hand and is wearing black sunglasses, holding a map.', 'A big map.', 'A female with long hair is wearing a white, short-sleeved, flowery patterned shirt, short jeans, and black sandals while holding a brown passport, carrying a carriage.', ""A man is wearing a green short-sleeved t-shirt, reddish-brown pants, and black shoes, putting his two hands in his pant's pockets."", 'A blue carriage.', 'A female is wearing a blue sleeveless dress and brown sandals, taking photos with a camera held in her left hand, and holding a big straw hat in her right hand.']"
P9,system2,5.0,"['a man wearing a white short-sleeved shirt, brown pants, and black shoes, with a watch on his left hand and black sunglasses, holding a big map', 'a big map', 'a female with long hair wearing a white, short-sleeved, flowery patterned shirt, short jeans, and black sandals, holding a brown passport and carrying luggage', ""a man wearing a green short-sleeved t-shirt, brown short pants, and black shoes, putting his two hands in his pant's pockets, not wearing sunglasses"", 'blue luggage', 'a female wearing a sky blue sleeveless dress and brown sandals, holding a camera in her hands while holding a big straw hat', 'a big straw hat']"
P9,system2,6.0,"['a man wearing a white short-sleeved shirt, brown pants, and black shoes, with a watch on his left hand and black sunglasses, holding a big map', 'a big map', 'a female with long hair wearing a white, short-sleeved, flowery patterned shirt, short jeans, and black sandals, holding a brown passport and carrying blue luggage', ""a man wearing a green short-sleeved t-shirt, brown short pants, and black shoes, putting his two hands in his pant's pockets, with no sunglasses"", 'blue luggage', 'a female wearing a sky blue sleeveless dress and brown sandals, taking a photo with a camera held in her left hands, with no sunglasses, while holding a big straw hat', 'a big straw hat']"
P10,system1,6.0,"['a man standing holding a white paper bag, wearing black sunglasses, a watch, a white shirt, beiji pants, and black shoes, watching the right side', 'a woman standing, holding a red coffee in her left hand, drawing a grey carrier, wearing a flower-patterned white short-sleeved shirt, and blue shorts', 'a man wearing a green short-sleeved shirt, beiji shorts, a watch around his left hand, and black shoes, watching the right side', 'a woman wearing a sky blue one-piece dress, taking a picture with her smartphone in her right hand, holding a beiji hat in her left hand, and wearing sandals']"
P10,system1,5.0,"['a man standing, holding a white paper bag, wearing black sunglasses, a watch, a white shirt, beiji pants, and black shoes, watching the right side', 'a woman standing, holding a red coffee in her left hand, drawing a grey carrier, wearing a flower-patterned white short-sleeved shirt and blue shorts', 'a man wearing a green short-sleeved shirt, beiji shorts, a watch around his left hand, and black shoes, watching the right side', 'a woman wearing a sky blue one-piece dress, taking a picture with her smartphone, watching the phone screen to take the picture, holding a beiji hat in her left hand, and wearing sandals']"
P10,system2,5.0,"['a grandfather wearing a black beret, a white shirt, a gray cardigan, black pants, and black shoes, watching the right side', 'a mother wearing a flower-patterned white one-piece dress, holding a brown basket, wearing sandals, seeing the front', 'a father wearing a blue short-sleeved shirt and beige shorts, holding a black plate with many water bottles, and wearing sandals, seeing the front', 'a little girl wearing a sleeveless pink top and pink shoes while holding a yellow balloon and a white teddy bear, watching the front']"
P10,system2,4.0,"['a grandfather wearing a black beret, a white shirt, a gray cardigan, black pants, and black shoes, watching the right side', 'a mother wearing a white, flower-patterned one-piece dress and sandals, looking ahead, holding a brown basket', 'a father wearing a blue short-sleeved shirt and beige shorts, holding a black plate with many water bottles, wearing sandals, seeing the front, holding a basket', 'a little girl wearing a sleeveless pink top and pink shoes while holding a yellow balloon and a brown teddy bear, watching the front', 'a brown basket']"
P10,system2,4.0,"['a grandfather wearing a black beret, a white shirt, a gray cardigan, black pants, and black shoes, watching the right side', 'a mother wearing a white, flower-patterned one-piece dress and sandals, looking ahead while holding a brown basket', 'a father wearing a blue short-sleeved shirt and beige shorts, holding a black plate with many water bottles, and wearing sandals, seeing the front while holding a basket', 'a little girl wearing a sleeveless pink top and pink shoes while holding a yellow balloon and a brown teddy bear, watching the front', 'a brown basket, while the mother and father are holding the same basket']"
P2,system2,3.0,"['an old man wearing a beret, a gray shirt, and black pants', 'an adult man wearing a blue shirt and beige pants, holding a basket and holding up a pan with one hand', 'an adult female wearing a floral dress, black pants, and a beret, holding hands with a man and holding a basket', 'a picnic basket', 'a pan', 'bottles of water on the pan', 'a female child wearing a pink shirt and a white skirt, holding a balloon and a bear', 'a yellow balloon', 'a brown teddy bear']"
P2,system2,4.0,"['an old man wearing a beret, a gray shirt, and black pants, facing right', 'an adult man wearing a blue shirt and beige pants, holding a basket, and holding up a pan with one hand', 'an adult female wearing a floral dress and black pants, facing forward with black hair, holding hands with a man and holding a basket', 'a picnic basket', 'a pan', 'bottles of water on the pan', 'a female child wearing a pink shirt and a white skirt, holding a yellow balloon and a brown teddy bear', 'a yellow balloon', 'a brown teddy bear']"
P2,system2,3.0,"['an old man wearing a beret, a gray shirt, and black pants, facing right', 'a young adult man facing forward, wearing a blue shirt and beige pants, holding a basket and holding up a pan with one hand', 'an adult female wearing a floral dress and black pants, facing forward with black hair, holding hands with a man and holding a basket', 'a picnic basket', 'a pan', 'bottles of water on the pan', 'a female child wearing a pink shirt and a white skirt, holding a yellow balloon and a brown teddy bear', 'a yellow balloon', 'a brown teddy bear']"
P2,system2,4.0,"['Corrected region descriptions:', '1. an old man wearing a beret, a gray shirt, and black pants, facing right', '2. a young adult man facing forward, wearing a blue shirt and beige pants, holding a basket and holding up a pan with one hand', '3. an adult female wearing a floral dress and black pants, facing forward with black hair, holding a basket', '4. a picnic basket', '5. a pan', '6. bottles of water on the pan', '7. a female child wearing a pink shirt and a white skirt, holding a yellow balloon and a brown teddy bear', 'a scene featuring an old man wearing a beret, a gray shirt, and black pants, facing right, a young adult man facing forward, wearing a blue shirt and beige pants, holding a basket and holding up a pan with one hand, an adult female wearing a floral dress and black pants, facing forward with black hair, holding a basket, a picnic basket, a pan, bottles of water on the pan, a female child wearing a pink shirt and a white skirt, holding a yellow balloon and a brown teddy bear.']"
P2,system1,5.0,"['a man wearing a white shirt and beige pants, holding a map and wearing sunglasses', 'a woman wearing a floral shirt and blue shorts, holding coffee in one hand and a suitcase in the other hand', 'a man wearing a green shirt and beige shorts, with both hands in his pockets', 'a woman in a light blue dress, taking a picture with a camera in one hand and holding a straw hat in the other hand', 'central European city-style yellow buildings in the background']"
P2,system1,5.0,"['José wearing a white shirt and beige pants, holding a map and wearing sunglasses', 'Julia wearing a floral shirt and blue shorts, holding coffee in one hand and a suitcase in the other hand', 'Diego wearing a green shirt and beige shorts, with both hands in his pockets', 'Cristina in a light blue dress, taking a picture with a camera in one hand and holding a straw hat in the other hand', 'central European city-style yellow buildings and an alley in the background']"
P2,system1,5.0,"['José wearing a white shirt and beige pants, holding a map in one hand and with the other hand in his pocket, wearing sunglasses', 'Julia wearing a floral shirt and blue shorts, holding coffee in one hand and a suitcase in the other hand, with no glasses', 'Diego wearing a green t-shirt and beige shorts, with no glasses and both hands in his pockets', 'Cristina in a light blue dress, taking a picture with a camera in one hand and holding a straw hat in the other hand', 'central European city-style yellow buildings and alley in the background']"
